Codigo;Nombre;CodigoPadre
R390;EXTRAVASACION DE LA ORINA;R39
R391;OTRAS DIFICULTADES DE LA MICCION;R39
R392;UREMIA EXTRARRENAL;R39
R398;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS;R39
R40;SOMNOLENCIA, ESTUPOR Y COMA;NULL
R400;SOMNOLENCIA;R40
R401;ESTUPOR;R40
R402;COMA, NO ESPECIFICADO;R40
R41;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA;NULL
R410;DESORIENTACION NO ESPECIFICADA;R41
R411;AMNESIA ANTEROGRADA;R41
R412;AMNESIA RETROGRADA;R41
R413;OTRA AMNESIA;R41
R418;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS;R41
R42;MAREO Y DESVANECIMIENTO;NULL
R43;TRASTORNOS DEL OLFATO Y DEL GUSTO;NULL
R430;ANOSMIA;R43
R431;PAROSMIA;R43
R432;PARAGEUSIA;R43
R438;OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS;R43
R44;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES;NULL
R440;ALUCINACIONES AUDITIVAS;R44
R441;ALUCINACIONES VISUALES;R44
R442;OTRAS ALUCINACIONES;R44
R443;ALUCINACIONES, NO ESPECIFICADAS;R44
R448;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS;R44
R45;SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL;NULL
R450;NERVIOSISMO;R45
R451;INQUIETUD Y AGITACION;R45
R452;INFELICIDAD;R45
R453;DESMORALIZACION Y APATIA;R45
R454;IRRITABILIDAD Y ENOJO;R45
R455;HOSTILIDAD;R45
R456;VIOLENCIA FISICA;R45
R457;TENSION Y ESTADO DE CHOQUE EMOCIONAL, NO ESPECIFICADO;R45
R458;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL;R45
R46;SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO;NULL
R460;MUY BAJO NIVEL DE HIGIENE PERSONAL;R46
R461;APARIENCIA PERSONAL EXTRAÑA;R46
R462;CONDUCTA EXTRAÑA E INEXPLICABLE;R46
R463;HIPERACTIVIDAD;R46
R464;LENTITUD Y POBRE RESPUESTA;R46
R465;SUSPICACIA Y EVASIVIDAD MARCADAS;R46
R466;PREOCUPACION INDEBIDA POR SUCESOS QUE CAUSAN TENSION;R46
R467;VERBOSIDAD Y DETALLES CIRCUNSTANCIALES QUE OSCURECEN LA RAZON DE LA CONSULTA O EL CONTACTO;R46
R468;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO;R46
R47;ALTERACIONES DEL HABLA NO CLASIFICADAS EN OTRA PARTE;NULL
R470;DISFASIA Y AFASIA;R47
R471;DISARTRIA Y ANARTRIA;R47
R478;OTRAS ALTERACIONES DEL HABLA Y LAS NO ESPECIFICADAS;R47
R48;DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS NO CLASIFICADAS EN OTRA PARTE;NULL
R480;DISLEXIA Y ALEXIA;R48
R481;AGNOSIA;R48
R482;APRAXIA;R48
R488;OTRAS DISFUNCIONES SIMBOLICAS Y LAS NO ESPECIFICADAS;R48
R49;ALTERACIONES DE LA VOZ;NULL
R490;DISFONIA;R49
R491;AFONIA;R49
R492;HIPERNASALIDAD E HIPONASALIDAD;R49
R498;OTRAS ALTERACIONES DE LA VOZ Y LAS NO ESPECIFICADAS;R49
R50;FIEBRE DE ORIGEN DESCONOCIDO;NULL
R500;FIEBRE CON ESCALOFRIO;R50
R501;FIEBRE PERSISTENTE;R50
R509;FIEBRE, NO ESPECIFICADA;R50
R51;CEFALEA;NULL
R52;DOLOR NO CLASIFICADAS EN OTRA PARTE;NULL
R520;DOLOR AGUDO;R52
R521;DOLOR CRONICO INTRATABLE;R52
R522;OTRO DOLOR CRONICO;R52
R529;DOLOR, NO ESPECIFICADO;R52
R53;MALESTAR Y FATIGA;NULL
R54;SENILIDAD;NULL
R55;SINCOPE Y COLAPSO;NULL
R56;CONVULSIONES NO CLASIFICADAS EN OTRA PARTE;NULL
R560;CONVULSIONES FEBRILES;R56
R568;OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS;R56
R57;CHOQUE NO CLASIFICADO EN OTRA PARTE;NULL
R570;CHOQUE CARDIOGENICO;R57
R571;CHOQUE HIPOVOLEMICO;R57
R578;OTRAS FORMAS DE CHOQUE;R57
R579;CHOQUE , NO ESPECIFICADO;R57
R58;HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE;NULL
R59;ADENOMEGALIA;NULL
R590;ADENOMEGALIA LOCALIZADA;R59
R591;ADENOMEGALIA GENERALIZADA;R59
R599;ADENOMEGALIA, NO ESPECIFICADA;R59
R60;EDEMA NO CLASIFICADO EN OTRA PARTE;NULL
R600;EDEMA LOCALIZADO;R60
R601;EDEMA GENERALIZADO;R60
R609;EDEMA, NO ESPECIFICADO;R60
R61;HIPERHIDROSIS;NULL
R610;HIPERHIDROSIS LOCALIZADA;R61
R611;HIPERHIDROSIS GENERALIZADA;R61
R619;HIPERHIDROSIS, NO ESPECIFICADA;R61
R62;FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO;NULL
R620;RETARDO EN DESARROLLO;R62
R628;OTRAS FALTAS DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO;R62
R629;FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO SIN OTRA ESPECIFICACION;R62
R63;SINTOMAS Y SIGNOS QUE INVOLUCRAN CONCERNIENTES A LA ALIMENTACION E INGESTION DE LIQUIDOS;NULL
R630;ANOREXIA;R63
R631;POLIDIPSIA;R63
R632;POLIFAGIA;R63
R633;DIFICULTADES Y MALA ADMINISTRACION DE LA ALIMENTACION;R63
R634;PERDIDA ANORMAL DE PESO;R63
R635;AUMENTO ANORMAL DE PESO;R63
R638;OTROS SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS;R63
R64;CAQUEXIA;NULL
R68;OTROS SINTOMAS Y SIGNOS GENERALES;NULL
R680;HIPOTERMIA NO ASOCIADA CON BAJA TEMPERATURA DEL AMBIENTE;R68
R681;SINTOMAS NO ESPECIFICOS PROPIOS DE LA INFANCIA;R68
R682;BOCA SECA, NO ESPECIFICADA;R68
R683;DEDOS DE LA MANO DEFORMES;R68
R688;OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS;R68
R69;CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS;NULL
R70;VELOCIDAD DE ERITROSEDIMENTACION ELEVADA Y OTRAS ANORMALIDADES DE LA VISCOSIDAD DEL PLASMA;NULL
R700;VELOCIDAD DE ERITROSEDIMENTACION ELEVADA;R70
R701;VISCOSIDAD PLASMATICA ANORMAL;R70
R71;ANORMALIDAD DE LOS ERITROCITOS;NULL
R72;ANORMALIDADES DE LOS LEUCOCITOS, NO CLASIFICADAS EN OTRA PARTE;NULL
R73;NIVEL ELEVADO DE GLUCOSA EN SANGRE;NULL
R730;ANORMALIDADES EN LA PRUEBA DE TOLERANCIA A LA GLUCOSA;R73
R739;HIPERGLICEMIA, NO ESPECIFICADA;R73
R74;NIVEL ANORMAL DE ENZIMAS EN SUERO;NULL
R740;ELEVACION DE LOS NIVELES DE TRANSAMINASAS O DESHIDROGENASA LACTICA [DHL];R74
R748;NIVELES ANORMALES DE OTRAS ENZIMAS EN SUERO;R74
R749;NIVEL ANORMAL DE ENZIMAS EN SUERO, NO ESPECIFICADO;R74
R75;EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH];NULL
R76;OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO;NULL
R760;TITULACION ELEVADA DE ANTICUERPOS;R76
R761;REACCION ANORMAL A LA PRUEBA CON TUBERCULINA;R76
R762;FALSO POSITIVO EN LA PRUEBA SEROLOGICA PARA SIFILIS;R76
R768;OTROS HALLAZGOS INMUNOLOGICOS ANORMALES ESPECIFICADOS EN SUERO;R76
R769;HALLAZGOS INMUNOLOGICOS ANORMALES ESPECIFICADOS EN SUERO;R76
R77;OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS;NULL
R770;ANORMALIDAD DE LA ALBUMINA;R77
R771;ANORMALIDAD DE LA GLOBULINA;R77
R772;ANORMALIDAD DE LA ALFAFETOPROTEINA;R77
R778;OTRAS ANORMALIDADES ESPECIFICADAS DE LAS PROTEINAS PLASMATICAS;R77
R779;ANORMALIDADES NO ESPECIFICADAS DE LAS PROTEINAS PLASMATICAS;R77
R78;HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE;NULL
R780;HALLAZGO DE ALCOHOL EN LA SANGRE;R78
R781;HALLAZGO DE DROGAS OPIACEAS EN LA SANGRE;R78
R782;HALLAZGO DE COCAINA EN LA SANGRE;R78
R783;HALLAZGO DE ALUCINOGENOS EN LA SANGRE;R78
R784;HALLAZGO DE OTRAS DROGAS POTENCIALMENTE ADICTIVAS EN LA SANGRE;R78
R785;HALLAZGO DE DROGAS PSICOTROPICAS EN LA SANGRE;R78
R786;HALLAZGO DE AGENTES ESTEROIDES EN LA SANGRE;R78
R787;HALLAZGO DE NIVELES ANORMALES DE METALES PESADOS EN LA SANGRE;R78
R788;HALLAZGO DE OTRAS SUSTANCIAS ESPECIFICAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE;R78
R789;HALLAZGO DE SUSTANCIA NO ESPECIFICA QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE;R78
R79;OTROS HALLAZGOS ANORMALES EN LA QUIMICA SANGUINEA;NULL
R790;NIVEL ANORMAL DE MINERAL EN LA SANGRE;R79
R798;OTROS HALLAZGOS ANORMALES ESPECIFICADOS EN LA QUIMICA SANGUINEA;R79
R799;HALLAZGO ANORMAL EN LA QUIMICA SANGUINEA, SIN OTRA ESPECIFICACION;R79
R80;PROTEINURIA AISLADA;NULL
R81;GLUCOSURIA;NULL
R82;OTROS HALLAZGOS ANORMALES EN LA ORINA;NULL
R820;QUILURIA;R82
R821;MIOGLOBINURIA;R82
R822;BILIURIA;R82
R823;HEMOGLOBINURIA;R82
R824;ACETONURIA;R82
R825;ELEVACION DE LOS NIVELES DE DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN LA ORINA;R82
R826;NIVELES ANORMALES EN LA ORINA DE SUSTANCIAS DE ORIGEN PRINCIPALMENTE NO MEDICINAL;R82
R827;HALLAZGOS ANORMALES EN EL EXAMEN MICROBIOLOGICO DE LA ORINA;R82
R828;HALLAZGOS ANORMALES EN EL EXAMEN CITOLOGICO E HISTOLOGICO DE LA ORINA;R82
R829;OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS;R82
R83;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO;NULL
R830;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: NIVEL ANORMAL DE ENZIMAS;R83
R831;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: NIVEL ANORMAL DE HORMONAS;R83
R832;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;R83
R833;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;R83
R834;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: HALLAZGOS INMUNOLOGICOS ANORMALES;R83
R835;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: HALLAZGOS MICROBIOLOGICOS ANORMALES HALLAZGOS POSITIVOS EN EL CULTIVO;R83
R836;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;R83
R837;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: HALLAZGOS HISTOLOGICOS ANORMALES;R83
R838;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;R83
R839;HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO: HALLAZGOS ANORMALES, NO ESPECIFICADOS;R83
R84;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS;NULL
R840;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: NIVEL ANORMAL DE ENZIMAS;R84
R841;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: NIVEL ANORMAL DE HORMONAS;R84
R842;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;R84
R843;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;R84
R844;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: HALLAZGOS INMUNOLOGICOS ANORMALES;R84
R845;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;R84
R846;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;R84
R847;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: HALLAZGOS HISTOLOGICOS ANORMALES;R84
R848;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;R84
R849;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;R84
R85;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL;NULL
R850;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: NIVEL ANORMAL DE ENZIMAS;R85
R851;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: NIVEL ANORMAL DE HORMONAS;R85
R852;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;R85
R853;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;R85
R854;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS INMUNOLOGICOS ANORMALES;R85
R855;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;R85
R856;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;R85
R857;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS HISTOLOGICOS ANORMALES;R85
R858;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;R85
R859;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS ANORMALES, NO ESPECIFICADOS;R85
R86;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS;NULL
R860;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: NIVEL ANORMAL DE ENZIMAS;R86
R861;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: NIVEL ANORMAL DE HORMONAS;R86
R862;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS : NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;R86
R863;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;R86
R864;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS INMUNOLOGICOS ANORMALES;R86
R865;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;R86
R866;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;R86
R867;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS HISTOLOGICOS ANORMALES;R86
R868;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;R86
R869;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;R86
R87;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS;NULL
R870;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE ENZIMAS;R87
R871;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE HORMONAS;R87
R872;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;R87
R873;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;R87
R874;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS INMUNOLOGICOS ANORMALES;R87
R875;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;R87
R876;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS CITOLOGICOS ANORMALES;R87
R877;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS HISTOLOGICOS ANORMALES;R87
R878;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;R87
R879;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;R87
R89;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS;NULL
R890;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE ENZIMAS;R89
R891;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE HORMONAS;R89
R892;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS;R89
R893;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL;R89
R894;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS INMUNOLOGICOS ANORMALES;R89
R895;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO;R89
R896;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU;R89
R897;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS HISTOLOGICOS ANORMALES;R89
R898;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES;R89
R899;HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS;R89
R90;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL;NULL
R900;LESION QUE OCUPA EL ESPACIO INTRACRANEAL;R90
R908;OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN Y DEL SISTEMA NERVIOSO CENTRAL;R90
R91;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON;NULL
R92;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA;NULL
R93;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO;NULL
R930;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA, NO CLASIFICADOS EN OTRA PARTE;R93
R931;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CORAZON Y DE LA CIRCULACION CORONARIA;R93
R932;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y DE LAS VIAS BILIARES;R93
R933;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE LAS VIAS DIGESTIVAS;R93
R934;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS;R93
R935;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES, INCLUIDO EL RETROPERITONEO;R93
R936;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS;R93
R937;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR;R93
R938;HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO;R93
R94;RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES;NULL
R940;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL;R94
R941;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES;R94
R942;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON;R94
R943;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES;R94
R944;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RIÑON;R94
R945;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO;R94
R946;RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES;R94
R947;RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS;R94
R948;RESULTADOS ANORMALES EN LOS ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS;R94
R95;SINDROME DE LA MUERTE SUBITA INFANTIL;NULL
R96;OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA;NULL
R960;MUERTE INSTANTANEA;R96
R961;MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA;R96
R98;MUERTE SIN ASISTENCIA;NULL
R99;OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD;NULL
S00;TRAUMATISMO SUPERFICIAL DE LA CABEZA;NULL
S000;TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO;S00
S001;CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR;S00
S002;OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR;S00
S003;TRAUMATISMO SUPERFICIAL DE LA NARIZ;S00
S004;TRAUMATISMO SUPERFICIAL DEL OIDO;S00
S005;TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL;S00
S007;TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA;S00
S008;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA;S00
